,Nombre_Institucion,Provincia,Canton,Parroquia,Numero_de_estudiantes,Numero_de_docentes
891,MANUEL ROMERO SANCHEZ,EL ORO,ZARUMA,HUERTAS,21,3
892,FRANKLIN DELANO ROOSEVELTH,EL ORO,ZARUMA,HUERTAS,54,6
893,MANUEL DE JESUS CALLE,EL ORO,ZARUMA,MALVAS,86,9
894,7 DE SEPTIEMBRE,EL ORO,ZARUMA,MULUNCAY GRANDE,116,13
896,DON BOSCO ESPECIAL,EL ORO,ZARUMA,ZARUMA,51,7
898,SULTANA DE EL ORO,EL ORO,ZARUMA,ZARUMA,256,22
900,CUIDAD DE ZARUMA,EL ORO,ZARUMA,ZARUMA,363,19
901,GABRIELA MISTRAL,EL ORO,ZARUMA,ZARUMA,191,12
902,LA INMACULADA,EL ORO,ZARUMA,ZARUMA,284,12
903,GUILLERMO MALDONADO VALENCIA,EL ORO,ZARUMA,ZARUMA,820,33
905,SAN JUAN BOSCO,EL ORO,ZARUMA,ZARUMA,414,29
906,MIGUEL DE CERVANTES,EL ORO,ZARUMA,ARCAPAMBA,83,9
908,HUERTAS,EL ORO,ZARUMA,HUERTAS,104,14
909,12  DE OCTUBRE,EL ORO,ZARUMA,HUERTAS,194,10
910,MIGUEL SANCHEZ ASTUDILLO,EL ORO,ZARUMA,ZARUMA,320,31
911,REINALDO ESPINOSA AGUILAR,EL ORO,ZARUMA,MALVAS,55,12
912,5 DE JUNIO,EL ORO,ZARUMA,MULUNCAY GRANDE,90,7
914,CENTRO ARTESANAL GABRIELA MISTRAL,EL ORO,ZARUMA,ZARUMA,43,6
922,PROFESOR HAMILTON TANDAZO,LOJA,CALVAS,UTUANA,5,2
923,SERVIO MONTERO,LOJA,CALVAS,UTUANA,10,2
925,BENJAMIN CEVALLOS,LOJA,CALVAS,UTUANA,16,3
926,LA  LIBERTAD,LOJA,CALVAS,UTUANA,38,4
927,GUTTEMBERG,LOJA,CALVAS,UTUANA,24,4
928,SANTA MARIANITA,LOJA,CALVAS,UTUANA,18,3
929,ESCUELA GENERAL MOISES OLIVA RED EDUCATIVA UTUANA,LOJA,CALVAS,UTUANA,190,20
930,ROBERTH  OWEN,LOJA,CALVAS,COLAISACA,41,5
932,DR  JOSE PERALTA,LOJA,CALVAS,COLAISACA,9,2
937,ROSA LOAIZA VALAREZO,LOJA,CALVAS,COLAISACA,16,2
938,11 DE NOVIEMBRE,LOJA,CALVAS,COLAISACA,27,3
941,UNIDAD ARTESANAL GEORGINA ROSILLO,LOJA,CALVAS,COLAISACA,79,10
942,SERVILLO LUDEÑA GAHONA,LOJA,CALVAS,COLAISACA,27,2
946,ESCUELA HIPOLITO AMADOR LOAIZA DAVILA,LOJA,CALVAS,COLAISACA,13,3
947,HITLER ROBERTO CORONEL JARAMILLO,LOJA,CALVAS,COLAISACA,28,3
948,LOURDES,LOJA,CALVAS,COLAISACA,8,2
949,TECNICO EDMUNDO CEVALLOS AGUIRRE,LOJA,CALVAS,COLAISACA,36,12
951,DR. ISIDRO AYORA,LOJA,CALVAS,COLAISACA,32,9
954,CLOTARIO CUEVA PAZ,LOJA,CALVAS,SAN VICENTE,4,2
955,GERARDO GUEVARA BARBA,LOJA,CALVAS,SAN VICENTE,12,3
956,ANTONIO CASTILLO HERMANO MIGUEL,LOJA,CALVAS,SAN VICENTE,16,3
958,SAN JUAN DE LA CRUZ,LOJA,CALVAS,CARIAMANGA,24,2
959,SANTA JUANA DE ARCO LA SALLE,LOJA,CALVAS,CARIAMANGA,656,41
960,UNIDAD EDUCATIVA A DISTANCIA DE LOJA  EXT LIC ESTUARDO REZA,LOJA,CALVAS,CARIAMANGA,291,14
962,SANTIAGO APOSTOL,LOJA,CALVAS,CARIAMANGA,28,5
963,LUIS FELIPE CARBO,LOJA,CALVAS,CARIAMANGA,22,3
964,REMIGIO CRESPO TORAL,LOJA,CALVAS,CARIAMANGA,10,3
967,PENINSULA DE SANTA ELENA,LOJA,CALVAS,CARIAMANGA,72,6
968,AMADA JUMBO SANTA TERESA,LOJA,CALVAS,SAN VICENTE,22,3
969,HERNANDO  DE MAGALLANES,LOJA,CALVAS,CARIAMANGA,19,3
970,LUZ DE AMERICA,LOJA,CALVAS,CARIAMANGA,165,18
973,SAN ANTONIO,LOJA,CALVAS,CHILE,18,2
974,RUBEN DARIO,LOJA,CALVAS,CHILE,30,4
975,NOCTURNA 14 DE OCTUBRE,LOJA,CALVAS,CARIAMANGA,19,4
976,IMBABURA,LOJA,CALVAS,SAN VICENTE,14,2
977,ESPECIAL  HELEN KELLER,LOJA,CALVAS,CARIAMANGA,32,6
978,PAULO VI,LOJA,CALVAS,CARIAMANGA,12,3
979,MUSTIOLA CUEVA DE REYES,LOJA,CALVAS,CARIAMANGA,78,8
980,27 DE OCTUBRE,LOJA,CALVAS,CHILE,30,5
981,GASPAR DE VILLARROEL,LOJA,CALVAS,CHILE,20,3
982,GRAN COLOMBIA,LOJA,CALVAS,CHILE,21,2
983,DR LORENZO IMAICELA,LOJA,CALVAS,CHILE,12,3
984,CRISTOBAL COLON,LOJA,CALVAS,CHILE,23,4
986,SAN JUAN EVANGELISTA,LOJA,CALVAS,CHILE,34,4
987,SAN VICENTE FERRER,LOJA,CALVAS,CHILE,13,3
988,CHILE,LOJA,CALVAS,CHILE,164,17
990,UNIDAD EDUCATIVA FISCOMISIONAL  MARIA AUXILIADORA,LOJA,CALVAS,CARIAMANGA,592,33
991,LANTADILLA,LOJA,CALVAS,CHILE,13,2
992,CENTRO DE FORMACION ARTESANAL LA SALLE,LOJA,CALVAS,CHILE,93,12
993,NARCIZA DE JESUS,LOJA,CALVAS,CHILE,14,2
994,CENTRO ARTESANAL ELOY ALFARO,LOJA,CALVAS,CHILE,207,12
995,LUZ RODRIGUEZ DE CORONEL,LOJA,CALVAS,CHILE,28,3
996,ROSA ELVIRA BURNEO DE A,LOJA,CALVAS,CHILE,60,5
998,MARIANO SAMANIEGO,LOJA,CALVAS,CHILE,15,3
999,TELMO OLIVA OJEDA,LOJA,CALVAS,CHILE,117,9
1001,SRA. MERCEDES ONTANEDA SOLANO,LOJA,CALVAS,CHILE,5,2
1002,AMBATO,LOJA,CALVAS,CHILE,200,18
1003,SANTA MARIANA DE JESUS,LOJA,CALVAS,SANGUILLIN,19,4
1004,REINA DEL CISNE,LOJA,CALVAS,SANGUILLIN,38,4
1005,LA CRUZ DE SANGUILLIN,LOJA,CALVAS,SANGUILLIN,7,2
1006,LIC. SALOMON SARANGO,LOJA,CALVAS,SANGUILLIN,42,3
1007,JORGE ICAZA,LOJA,CALVAS,SANGUILLIN,12,3
1008,NUMA POMPILIO LLONA CRISTO REY,LOJA,CALVAS,SANGUILLIN,16,4
1010,GONZALO ZALDUMBIDE,LOJA,CALVAS,SANGUILLIN,71,8
1013,RED SANGUILLIN,LOJA,CALVAS,SANGUILLIN,176,16
1015,PADRE ESTEBAN NARGANES GARCIA,LOJA,CALVAS,EL LUCERO,13,3
1016,GARCIA MORENO,LOJA,CALVAS,EL LUCERO,20,2
1017,14 DE OCTUBRE,LOJA,CALVAS,EL LUCERO,194,15
1018,JUAN JOSE HERRERA OJEDA,LOJA,CALVAS,EL LUCERO,32,4
1019,MANUEL JIMENEZ,LOJA,CALVAS,EL LUCERO,51,6
1020,REINO DE LOS SHYRIS,LOJA,CALVAS,EL LUCERO,15,3
1021,JOSE HERIBERTO JIMENEZ,LOJA,CALVAS,EL LUCERO,10,2
1022,GERONIMO CARRION,LOJA,CALVAS,EL LUCERO,36,6
1023,CARLOS MONTUFAR,LOJA,CALVAS,EL LUCERO,94,12
1024,LUIS VARGAS TORRES,LOJA,CALVAS,SAN VICENTE,32,4
1025,HUGO COLON RODRIGUEZ,LOJA,CALVAS,SAN VICENTE,23,3
1026,SEGUNDO CORREA,LOJA,CALVAS,SAN VICENTE,22,3
1027,ESCUELA PENINSULA IBERICA,LOJA,CALVAS,SAN VICENTE,31,4
1028,CIUDAD DE MADRID,LOJA,CALVAS,SAN VICENTE,15,2
1029,ING. ALFONSO VALDIVIEZO,LOJA,CALVAS,SAN VICENTE,55,5
1030,INSTITUTO SUPERIOR PEDAGOGICO CIUDAD DE CARIAMANGA,LOJA,CALVAS,CARIAMANGA,327,29
1031,JOSE MARIA RIOFRIO,LOJA,CATAMAYO,EL TAMBO,29,2
1033,ANDRES TINOCO DE MERCADO,LOJA,CATAMAYO,EL TAMBO,29,3
1034,DANIEL GONZALEZ IRENE,LOJA,CATAMAYO,EL TAMBO,21,2
1035,SANTA ELENA,LOJA,CATAMAYO,EL TAMBO,9,2
1036,REPUBLICA DE VENEZUELA,LOJA,CATAMAYO,EL TAMBO,54,4
1038,BALBINA CASTRO,LOJA,CATAMAYO,EL TAMBO,30,4
1039,UNIDAD EDUCATIVA A DISTANCIA DE LOA EXTENSION SAN BERNABÉ,LOJA,CATAMAYO,EL TAMBO,68,7
1040,PIO CUEVA SAMANIEGO,LOJA,CATAMAYO,EL TAMBO,169,11
1041,ESCUELA FISCAL MIXTA SANCHEZ DE ORELLANA,LOJA,CATAMAYO,EL TAMBO,29,2
1042,MIGUEL ANGEL CARRION CUEVA,LOJA,CATAMAYO,EL TAMBO,43,3
1044,DR. GONZALO ARIAS CASTILLO,LOJA,CATAMAYO,EL TAMBO,34,2
1045,ESCUELA VICTORIANO JARAMILLO VIVANCO,LOJA,CATAMAYO,EL TAMBO,37,3
1046,EMILIANO ABENDAÑO GONZALEZ,LOJA,CATAMAYO,EL TAMBO,116,10
1047,MEDARDO FILOMENO CUEVA,LOJA,CATAMAYO,EL TAMBO,26,2
1048,JUAN FRANCISCO RODRIGUEZ MORA,LOJA,CATAMAYO,EL TAMBO,52,5
1051,MONSEÑOR LEONIDAS PROAÑO VILLALBA,LOJA,CATAMAYO,EL TAMBO,212,13
1052,CENTRO EDUCATIVO MUNICIPAL CATAMAYO,LOJA,CATAMAYO,CATAMAYO,374,19
1053,CENTRO PSICOPEDAGÓGICO CATAMAYO,LOJA,CATAMAYO,CATAMAYO,22,2
1054,FINE TUNED CATAMAYO,LOJA,CATAMAYO,CATAMAYO,0,3
1055,COMPENSATORIO CATAMAYO,LOJA,CATAMAYO,CATAMAYO,151,9
1056,SEMILLITAS DEL SABER,LOJA,CATAMAYO,CATAMAYO,27,4
1057,MARIA INES QUINDE BURNEO,LOJA,CATAMAYO,CATAMAYO,9,2
1058,PADRE JULIO MARIA MATOVELLE,LOJA,CATAMAYO,CATAMAYO,350,15
1059,ING ALFONSO CORONEL B,LOJA,CATAMAYO,CATAMAYO,176,13
1060,CENTRO ARTESANAL NOCTURNO CATAMAYO,LOJA,CATAMAYO,CATAMAYO,341,6
1061,CORINA DEL PARRAL,LOJA,CATAMAYO,CATAMAYO,59,10
1062,GABRIELA MISTRAL N1,LOJA,CATAMAYO,CATAMAYO,548,24
1063,SAN JUAN BAUTISTA,LOJA,CATAMAYO,CATAMAYO,237,19
1064,MERCEDES QUINDE BURNEO,LOJA,CATAMAYO,CATAMAYO,140,6
1066,JOSE MARIA VELAZ SJ EXTENSION N2 CATAMAYO,LOJA,CATAMAYO,CATAMAYO,102,13
1067,22 DE MAYO DE 1981,LOJA,CATAMAYO,CATAMAYO,169,8
1069,LUIS ALFREDO SAMANIEGO ARTEAGA,LOJA,CATAMAYO,CATAMAYO,258,14
1070,CARLOS AUGUSTO ORTEGA ERIQUE,LOJA,CATAMAYO,CATAMAYO,120,8
1071,OVIDIO DECROLY,LOJA,CATAMAYO,CATAMAYO,640,31
1073,COLEGIO NACIONAL NOCTURNO CATAMAYO,LOJA,CATAMAYO,CATAMAYO,715,42
1075,MOISES ALBERTO HIDALGO JARRIN,LOJA,CATAMAYO,CATAMAYO,34,4
1076,CORONEL AUGUSTO WITT ANAZCO,LOJA,CATAMAYO,CATAMAYO,89,13
1078,BILINGÜE CATAMAYO,LOJA,CATAMAYO,CATAMAYO,226,17
1079,PADRE ELISEO ARIAS CARRION,LOJA,CATAMAYO,CATAMAYO,346,20
1080,GABRIELA MISTRAL N2,LOJA,CATAMAYO,CATAMAYO,141,10
1081,ULPIANO MOSCOSO,LOJA,CATAMAYO,CATAMAYO,31,3
1082,EMILIANO ORTEGA ESPINOZA,LOJA,CATAMAYO,CATAMAYO,816,39
1083,NUESTRA SEÑORA DEL ROSARIO,LOJA,CATAMAYO,CATAMAYO,965,41
1086,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXTENSION EL PRADO,LOJA,CATAMAYO,GUAYQUICHUMA,36,4
1087,NELSON ROMERO,LOJA,CATAMAYO,GUAYQUICHUMA,17,2
1089,8 DE DICIEMBRE,LOJA,CATAMAYO,SAN PEDRO DE LA BENDITA,395,26
1091,PEDRO VICTOR FALCONI,LOJA,CATAMAYO,ZAMBI,56,9
1095,MARIANA GUTIERREZ DE HIDALGO,LOJA,CATAMAYO,SAN PEDRO DE LA BENDITA,127,9
1096,SAN VICENTE FERRER,LOJA,CATAMAYO,SAN PEDRO DE LA BENDITA,136,13
1097,ENRIQUE VACAS GALINDO,LOJA,CATAMAYO,ZAMBI,36,6
1103,TERESA CEPEDA Y FUENTES,LOJA,CELICA,SABANILLA,19,2
1105,GENOVEVA BUSTAMANTE DE APOLO,LOJA,CELICA,SABANILLA,24,2
1106,ROSA AURORA SANCHEZ GRANDA,LOJA,CELICA,SABANILLA,14,2
1107,BRACAMOROS,LOJA,CELICA,SABANILLA,20,2
1109,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXTENSION 5 DE JUNIO,LOJA,CELICA,SABANILLA,60,7
1110,COLEGIO TECNICO AGROPECUARIO TRECE DE NOVIEMBRE,LOJA,CELICA,SABANILLA,115,14
1112,VIRGEN DEL ROSARIO,LOJA,CELICA,SABANILLA,25,2
1114,ESCUELA FISCAL MIXTA  25 DE OCTUBRE,LOJA,CELICA,SABANILLA,66,3
1115,SABANILLA,LOJA,CELICA,SABANILLA,28,5
1120,MANUEL MARIA SANCHEZ,LOJA,CELICA,SABANILLA,103,9
1121,GUILLERMO GRANDA,LOJA,CELICA,CRUZPAMBA,32,3
1122,ADELA MENDIETA,LOJA,CELICA,CRUZPAMBA,72,4
1124,PROCER JOSE PICOITA,LOJA,CELICA,CRUZPAMBA,185,10
1127,ESCUELA ALFREDO ROBERS,LOJA,CELICA,LOAIZA,61,6
1128,CARLOS RAUL BUSTAMANTE,LOJA,CELICA,LOAIZA,37,2
1129,ESCUELA  FISCAL MIXTA ARCENIO CASTILLO,LOJA,CELICA,CRUZPAMBA,20,2
1130,ESCUELA CARLOS BUSTAMANTE,LOJA,CELICA,CRUZPAMBA,37,3
1138,DIEGO DE NOBOA,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),30,4
1139,MAXIMILIANO RODRIGUEZ,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),258,20
1142,JOSE JAVIER EGUIGUREN,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),33,3
1143,JOSE MIGUEL UNDA,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),29,3
1144,DR  JOSE ANTONIO BAQUERO DE LA CALLE,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),47,6
1145,MIGUEL ANGEL MONTALVO,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),26,3
1146,ZOILA UGARTE DE LANDIVAR,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),108,9
1150,MADRE TERESA DE CALCUTA,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),37,2
1151,ESCUELA FISCAL MIXTA PEDRO PACHECO,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),48,4
1152,ENRIQUE PESTALOZZI,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),87,9
1159,REPUBLICA DE GUATEMALA,LOJA,CELICA,CELICA,54,3
1160,MAXIMILIANO RODRIGUEZ LOAIZA,LOJA,CELICA,CELICA,122,9
1161,COMUNA DOMINGUILLO,LOJA,CELICA,CELICA,47,7
1162,PEDRO JOSE TRAJANO BUSTAMANTE,LOJA,CELICA,CELICA,42,2
1163,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXT MONS HUGOLINO CERASUOL,LOJA,CELICA,CELICA,124,9
1164,RICARDO FERNANDEZ (C.A.),LOJA,CELICA,CELICA,44,7
1166,ESCUELA VILCABAMBA,LOJA,CELICA,CELICA,46,5
1167,SIMON BOLIVAR,LOJA,CELICA,CELICA,308,15
1170,SOLDADO SEGUNDO QUIROZ,LOJA,CELICA,CELICA,14,2
1171,MANUELA CAÑIZARES,LOJA,CELICA,CELICA,155,10
1173,FAE,LOJA,CELICA,CELICA,21,2
1174,CABO SEGUNDO GABRIEL HIPOLITO SOLIS MOREIRA,LOJA,CELICA,CELICA,25,3
1175,CELICA,LOJA,CELICA,CELICA,14,2
1176,UNIDAD EDUCATIVA SANTA TERESITA,LOJA,CELICA,CELICA,665,46
1180,RIO MALACATOS,LOJA,CELICA,CELICA,58,4
1184,TECNICO 12 DE DICIEMBRE,LOJA,CELICA,CELICA,280,30
1185,LAZARO CARDENAS,LOJA,CELICA,SABANILLA,57,4
1186,COLEGIO ARTESANAL FRANCISCO CELI BARBA,LOJA,CHAGUARPAMBA,CHAGUARPAMBA,24,2
1187,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXTENSION LA DOLOROSA,LOJA,CHAGUARPAMBA,CHAGUARPAMBA,65,7
1190,JUAN JOSE CASTILLO CELI,LOJA,CHAGUARPAMBA,CHAGUARPAMBA,21,3
1194,CELSA FILOTEA MOCHA ORDOÑEZ,LOJA,CHAGUARPAMBA,CHAGUARPAMBA,23,2
1195,INSTITUCIÓN  FISCOMISIONAL LA DOLOROSA,LOJA,CHAGUARPAMBA,CHAGUARPAMBA,373,29
1197,HERMANO LUIS VINUEZA PAVON,LOJA,CHAGUARPAMBA,CHAGUARPAMBA,17,2
1200,PALTAS,LOJA,CHAGUARPAMBA,CHAGUARPAMBA,17,2
1205,JOSE LINO PALACIOS,LOJA,CHAGUARPAMBA,EL ROSARIO,21,2
1208,ISABEL MARIA LIZALDEZ DE TRUJILLO,LOJA,CHAGUARPAMBA,CHAGUARPAMBA,30,2
1209,MIGUEL DE CERVANTES,LOJA,CHAGUARPAMBA,EL ROSARIO,4,2
1210,COLEGIO TECNICO AGROPECUARIO CHAGUARPAMBA,LOJA,CHAGUARPAMBA,CHAGUARPAMBA,232,18
1211,CINCO DE JUNIO,LOJA,CHAGUARPAMBA,CHAGUARPAMBA,154,13
1216,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXTENSION LOZUMBE,LOJA,CHAGUARPAMBA,SANTA RUFINA,39,7
1217,MATILDE HIDALGO DE PROCEL,LOJA,CHAGUARPAMBA,SANTA RUFINA,79,9
1218,JULIO MOISES CORDOVA ROJAS,LOJA,CHAGUARPAMBA,SANTA RUFINA,20,3
1223,QUITO LUZ DE AMERICA,LOJA,CHAGUARPAMBA,SANTA RUFINA,38,2
1224,CONDORAZO,LOJA,CHAGUARPAMBA,SANTA RUFINA,55,7
1226,MIREYA VILLAMAGUA,LOJA,CHAGUARPAMBA,SANTA RUFINA,11,3
1229,12 DE FEBRERO,LOJA,CHAGUARPAMBA,AMARILLOS,87,10
1231,EDISON,LOJA,CHAGUARPAMBA,BUENAVISTA,111,10
1232,DR  JUAN FRANCISCO ONTANEDA,LOJA,CHAGUARPAMBA,BUENAVISTA,118,13
1233,CELIANO AVILA PENA,LOJA,ESPINDOLA,BELLAVISTA,20,2
1242,CABO CASTILLO,LOJA,ESPINDOLA,BELLAVISTA,174,13
1243,ESCUELA JOSE JOAQUIN PALACIOS,LOJA,ESPINDOLA,BELLAVISTA,32,2
1244,BERNARDO VALDIVIESO,LOJA,ESPINDOLA,BELLAVISTA,55,4
1245,JOSE MARIA RIOFRIO,LOJA,ESPINDOLA,BELLAVISTA,134,14
1246,JULIO ERNESTO CELI ROMAN,LOJA,ESPINDOLA,JIMBURA,302,23
1248,DR JOSE LUIS TAMAYO,LOJA,ESPINDOLA,JIMBURA,37,2
1252,26 DE SEPTIEMBRE,LOJA,ESPINDOLA,JIMBURA,18,2
1253,DIEZ DE OCTUBRE,LOJA,ESPINDOLA,JIMBURA,40,2
1254,MONS. JOSE IGNACIO CHECA,LOJA,ESPINDOLA,JIMBURA,50,3
1255,MONS. JOSE MARIA MACIAS,LOJA,ESPINDOLA,JIMBURA,108,7
1257,LA NARANJA,LOJA,ESPINDOLA,27 DE ABRIL,25,4
1258,JUAN LEON MERA,LOJA,ESPINDOLA,27 DE ABRIL,12,3
1259,COLEGIO TECNICO AGRICOLA ECUADOR,LOJA,ESPINDOLA,27 DE ABRIL,195,18
1260,CARLOS MARIA DE LA TORRE,LOJA,ESPINDOLA,27 DE ABRIL,14,4
1261,AZOGUES,LOJA,ESPINDOLA,27 DE ABRIL,134,11
1262,ESCUELA FISCAL MIXTA JUAN JOSE PEÑA,LOJA,ESPINDOLA,27 DE ABRIL,21,3
1263,LIC JAIME BOLÍVAR VALAREZO OCAMPO,LOJA,ESPINDOLA,27 DE ABRIL,16,3
1264,HERMANO JUAN NEPOMUCENO,LOJA,ESPINDOLA,27 DE ABRIL,11,2
1265,ANTONIO FIDEL GARCIA TORRES,LOJA,ESPINDOLA,27 DE ABRIL,21,2
1266,PROF  ANGELICA TORRES RIOS,LOJA,ESPINDOLA,27 DE ABRIL,19,4
1268,DR JAVIER VALDIVIESO,LOJA,ESPINDOLA,EL INGENIO,107,9
1270,DR GUADALUPE LARRIVA GONZALEZ,LOJA,ESPINDOLA,EL INGENIO,37,3
1271,24 DE OCTUBRE,LOJA,ESPINDOLA,EL INGENIO,27,3
1272,NICOLAS MAQUIAVELO,LOJA,ESPINDOLA,EL INGENIO,127,12
1273,TRABAJADORES EL INGENIO,LOJA,ESPINDOLA,EL INGENIO,33,6
1274,ESCUELA ISABEL GARCIA,LOJA,ESPINDOLA,EL INGENIO,14,2
1275,SANTA ROSA,LOJA,ESPINDOLA,EL AIRO,18,2
1277,HERNANDO DE BARAHONA,LOJA,ESPINDOLA,EL AIRO,73,7
1278,ANA MARIETA ROJAS GARRIDO,LOJA,ESPINDOLA,EL INGENIO,55,5
1279,COLEGIO NACIONAL MIXTO 2 DE AGOSTO,LOJA,ESPINDOLA,EL AIRO,107,9
1280,FISCAL MIXTA LUZ CLARITA SUÁREZ,LOJA,ESPINDOLA,EL AIRO,44,3
1281,MANABI,LOJA,ESPINDOLA,EL AIRO,43,4
1282,GABRIEL GARCIA MORENO,LOJA,ESPINDOLA,EL INGENIO,216,15
1283,MONSEÑOR LUIS ALFONSO CRESPO CHIRIBOGA,LOJA,ESPINDOLA,AMALUZA,726,46
1284,MONSEÑOR JOSE MARIA HARRIS MORALES,LOJA,ESPINDOLA,AMALUZA,32,3
1286,GUSTAVO TORRES ADRIANCEN,LOJA,ESPINDOLA,AMALUZA,68,8
1287,ESCUELA FISCAL MIXTA GABRIEL GARCIA MORENO,LOJA,ESPINDOLA,AMALUZA,79,12
1288,PLANTEL CENTRAL DE LA RED EDUCATIVA DE TIOPAMABA,LOJA,ESPINDOLA,AMALUZA,139,19
1289,ZAMORA DE LOS ALCALDES,LOJA,ESPINDOLA,AMALUZA,57,4
1290,CLARA AURORA GARCIA TORRES,LOJA,ESPINDOLA,AMALUZA,8,2
1292,ASUNCION,LOJA,ESPINDOLA,AMALUZA,22,2
1293,ESCUELA MAINAS,LOJA,ESPINDOLA,AMALUZA,20,3
1294,ROSA HERLINDA GARCIA DE GARCIA,LOJA,ESPINDOLA,AMALUZA,297,14
1295,URUGUAY  N 87,LOJA,ESPINDOLA,AMALUZA,142,10
1296,HERMANO BERNABE LUIS,LOJA,ESPINDOLA,AMALUZA,10,2
1297,COLEGIO FISCAL MIXTO DR HUGO GUILLERMO GONZALEZ,LOJA,ESPINDOLA,SANTA TERESITA,82,9
1298,LUIS BENJAMIN GUARNIZO,LOJA,ESPINDOLA,SANTA TERESITA,11,2
1299,ESPINDOLA,LOJA,ESPINDOLA,SANTA TERESITA,59,8
1300,COTOPAXI,LOJA,ESPINDOLA,SANTA TERESITA,165,14
1301,LIBIA MERCHAN,LOJA,ESPINDOLA,SANTA TERESITA,54,5
1302,CENTINELA DE LA PATRIA,LOJA,ESPINDOLA,SANTA TERESITA,12,2
1304,JOSE MIGUEL CARRION,LOJA,ESPINDOLA,SANTA TERESITA,7,2
1305,RIOBAMBA,LOJA,ESPINDOLA,SANTA TERESITA,44,6
1306,ISMAEL PEREZ PAZMIÑO,LOJA,ESPINDOLA,SANTA TERESITA,30,3
1308,ARCADIO MENDIETA VIRGEN DEL CISNE,LOJA,GONZANAMA,CHANGAIMINA (LA LIBERTAD),23,2
1311,REINA DEL CISNE,LOJA,GONZANAMA,CHANGAIMINA (LA LIBERTAD),10,2
1314,ANTONIO DE ULLOA ( NARANJILLO),LOJA,GONZANAMA,CHANGAIMINA (LA LIBERTAD),5,2
1315,CENTRO ARTESANAL JUAN MARIA RIOFRIO ANEXO A LA UE SAN VICENTE DE PAUL,LOJA,GONZANAMA,CHANGAIMINA (LA LIBERTAD),79,9
1316,PROFESORA CRIMILDA TORRES DE GUARNIZO,LOJA,GONZANAMA,CHANGAIMINA (LA LIBERTAD),27,4
1322,SANTA MARIANITA DE JESUS (PILLINUMA),LOJA,GONZANAMA,CHANGAIMINA (LA LIBERTAD),11,2
1324,INDOAMERICA,LOJA,GONZANAMA,CHANGAIMINA (LA LIBERTAD),59,9
1326,JUAN DELGADO,LOJA,GONZANAMA,CHANGAIMINA (LA LIBERTAD),16,2
1329,RIO SARAGURO,LOJA,GONZANAMA,CHANGAIMINA (LA LIBERTAD),28,5
1332,UNIDAD EDUCATIVA SAN VICENTE DE PAUL,LOJA,GONZANAMA,CHANGAIMINA (LA LIBERTAD),336,32
1338,CAMILO PONCE ENRIQUEZ,LOJA,GONZANAMA,SACAPALCA,21,2
1339,CIUDAD DE GONZANAMA,LOJA,GONZANAMA,SACAPALCA,55,6
1341,JORGE JUAN HERRERA,LOJA,GONZANAMA,SACAPALCA,11,2
1342,JUAN DE SALINAS,LOJA,GONZANAMA,SACAPALCA,22,6
1343,ADAN CASTILLO CAÑAR,LOJA,GONZANAMA,SACAPALCA,23,3
1345,NEWTON,LOJA,GONZANAMA,SACAPALCA,18,3
1346,CALIXTO CUEVA SANCHEZ,LOJA,GONZANAMA,SACAPALCA,47,4
1347,GALAPAGOS,LOJA,GONZANAMA,SACAPALCA,28,2
1348,BARTOLOME RUIZ,LOJA,GONZANAMA,SACAPALCA,19,2
1349,COLEGIO  NACIONAL JOSE FELIX DE VALDIVIESO,LOJA,GONZANAMA,SACAPALCA,110,8
1354,DR. JUAN FRANCISCO RUBIO,LOJA,GONZANAMA,PURUNUMA (EGUIGUREN),16,2
1355,RAFAEL GARCIA,LOJA,GONZANAMA,PURUNUMA (EGUIGUREN),9,2
1357,COLEGIO TECNICO AGRICOLA 30 DE SEPTIEMBRE,LOJA,GONZANAMA,PURUNUMA (EGUIGUREN),82,14
1358,AGUSTIN CUEVA,LOJA,GONZANAMA,PURUNUMA (EGUIGUREN),61,8
1359,MIGUEL ANGEL ALVAREZ CASTILLO,LOJA,GONZANAMA,PURUNUMA (EGUIGUREN),9,2
1360,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXTENSIÓN PURUNUMA,LOJA,GONZANAMA,PURUNUMA (EGUIGUREN),48,7
1363,VICTOR MANUEL SAMANIEGO,LOJA,GONZANAMA,GONZANAMA,17,2
1364,COLEGIO TECNICO AGROPECUARIO GONZANAMA,LOJA,GONZANAMA,GONZANAMA,271,33
1365,COLEGIO COMPENSATORIO ARTESANAL DE GONZANAMÁ,LOJA,GONZANAMA,GONZANAMA,110,12
